X,Y,fid,INDICE,NOME,COMENTARIO,ICONE,ALTITUDE,DATA,ANGULO,DISPLAY,ZONA,LATITUDE,LONGITUDE,Pavimento,ID,icon_url
-36.157723982,-7.824813975,"420","9","092",Emb. 01 M - St. Pedra Preta,"71",538.48,07/01/2020 16:20:27,0,"2",,"-7,824813975","-36,157723982","2","419",./0.png
-36.160822017,-7.826203024,"421","10","093",Emb. 02 M - St. Pedra Preta,"71",531.93,07/01/2020 16:21:56,0,"2",,"-7,826203024","-36,160822017","2","420",./0.png
-36.166607961,-7.803245997,"422","11","059",Emb. 02 M - St. Bandeira,"71",559.65,07/01/2020 12:17:52,0,"2",,"-7,803245997","-36,166607961","2","421",./0.png
-36.164868968,-7.831528969,"423","12","095",Emb. 01 M - St. Pedra Preta,"71",532.1,07/01/2020 16:25:34,0,"2",,"-7,831528969","-36,164868968","2","422",./0.png
-36.184767019,-7.836939991,"424","15","098",Emb. 01 M - St. Pé De Serra,"71",525.25,07/01/2020 16:38:14,0,"2",,"-7,836939991","-36,184767019","2","423",./0.png
-36.186083984,-7.835914968,"425","16","099",Emb. 01 M - St. Pé De Serra,"71",535.47,07/01/2020 16:39:24,54.1,"2",,"-7,835914968","-36,186083984","2","424",./0.png
-36.194597986,-7.836030973,"426","17","100",Emb. 01 M - St. Pé De Serra,"71",529.89,07/01/2020 16:42:20,58.4,"2",,"-7,836030973","-36,194597986","2","425",./0.png
-36.190407034,-7.852097992,"427","18","101",Emb. 01 M - St. Grude,"71",498.64,07/01/2020 16:46:44,0,"2",,"-7,852097992","-36,190407034","2","426",./0.png
-36.219425015,-7.872715965,"428","19","102",Emb. 01 M - St. São Paulo,"71",475.42,07/01/2020 16:52:26,0,"2",,"-7,872715965","-36,219425015","2","427",./0.png
-36.0431789425137,-7.90261385044263,"429","20","035",Fim Rota 34- Desemb. 25 M - Centro Taquaritinga,"122",791.35,07/01/2020 10:45:56,0,"2",,"-7,90261385044263","-36,0431789425137","3","428",./0.png
-36.2292127927578,-7.87931380230835,"430","21","104",Emb. 01 M - St. São Paulo,"71",493.34,07/01/2020 16:56:57,0,"2",,"-7,87931380230835","-36,2292127927578","2","429",./0.png
-36.235693032,-7.877862034,"431","22","105",Início Rota 34- Emb. 01 M - St. São Paulo,"222",492.24,07/01/2020 16:58:47,0,"2",,"-7,877862034","-36,235693032","4","430",./0.png
-36.1036970000714,-7.80258701182902,"432","1","106",Início Rota 35- Emb. 01 N - St. Monteiro,"222",543.16,07/01/2020 18:00:16,0,"2",,"-7,80258701182902","-36,1036970000714","4","431",./0.png
-36.1017580144107,-7.80181696638465,"433","2","107",Emb. 01 N - St. Monteiro,"71",546.31,07/01/2020 18:01:49,0,"2",,"-7,80181696638465","-36,1017580144107","2","432",./0.png
-36.0927336402237,-7.85607186891139,"434","5","110",Emb. 09 N - Gravatar De Ibiapina  -Transição Primário/ Pavimento,"71",506.09,07/01/2020 18:09:02,41.9,"2",,"-7,85607186891139","-36,0927336402237","2","433",./0.png
-36.0917169973254,-7.85620101727545,"435","6","111",Emb. 04 N - Gravatar de Ibiapina,"71",494.73,07/01/2020 18:10:20,0,"2",,"-7,85620101727545","-36,0917169973254","2","434",./0.png
-36.0909320320934,-7.85636999644339,"436","7","112",Emb. 05 N - Gravatar de Ibiapina,"71",485.14,07/01/2020 18:10:58,0,"2",,"-7,85636999644339","-36,0909320320934","2","435",./0.png
-36.0791340004653,-7.85308001562953,"437","9","114",Emb. 02 N - Gravatar de Ibiapina,"71",462.31,07/01/2020 18:14:18,0,"2",,"-7,85308001562953","-36,0791340004653","2","436",./0.png
-36.044467035681,-7.90443995967507,"438","13","118",Emb. 04 N - Bairro Beira Rio,"71",737.99,07/01/2020 18:36:53,0,"2",,"-7,90443995967507","-36,044467035681","2","437",./0.png
-36.0426999628544,-7.90587502531707,"439","14","119",Emb. 06 N - Bairro Jamba,"71",768.89,07/01/2020 18:38:34,0,"2",,"-7,90587502531707","-36,0426999628544","2","438",./0.png
-36.0437010135502,-7.90299802087247,"440","15","120",Desemb. 05 N - E. E. Severino Cordeiro,"148",764.08,07/01/2020 18:41:10,0,"2",,"-7,90299802087247","-36,0437010135502","1","439",./0.png
-36.0404429677874,-7.90339197032154,"441","16","121",Emb. 02 N - Secretaria de Educação,"71",789.08,07/01/2020 18:43:11,0,"2",,"-7,90339197032154","-36,0404429677874","2","440",./0.png
-36.0489759966731,-7.8988799918443,"442","19","124",Desemb. 04 N - E. M. Francisca Moura,"148",739.71,07/01/2020 18:49:20,0,"2",,"-7,8988799918443","-36,0489759966731","1","441",./0.png
-36.0489118341357,-7.90536725893617,"443","22","127",Fim Rota 35-Desemb. 25 N - E. E. José Bezerra,"122",767.98,07/01/2020 18:53:59,0,"2",,"-7,90536725893617","-36,0489118341357","3","442",./0.png
-36.1192335207015,-7.82171866297722,"444","1","001",Início Rota 36- Emb. 06 M - St. Riacho Doce,"222",524.99,08/01/2020 07:35:33,0,"2",,"-7,82171866297722","-36,1192335207015","4","443",./0.png
-36.1260460037738,-7.83887897618115,"445","2","002",Emb. 01 M - St. Riacho Doce,"71",515.63,08/01/2020 07:43:12,0,"2",,"-7,83887897618115","-36,1260460037738","2","444",./0.png
-36.1263879854232,-7.83952002413571,"446","3","003",Emb. 01 M - St. Riacho Doce,"71",516.59,08/01/2020 07:43:45,0,"2",,"-7,83952002413571","-36,1263879854232","2","445",./0.png
-36.1211119964719,-7.84568399190903,"447","4","004",Emb. 01 M - St. Riacho Doce,"71",513.32,08/01/2020 07:45:46,0,"2",,"-7,84568399190903","-36,1211119964719","2","446",./0.png
-36.1368699744344,-7.84785498864949,"448","5","005",Emb. 02 M - St. Baraúna,"71",512.4,08/01/2020 07:51:18,0,"2",,"-7,84785498864949","-36,1368699744344","2","447",./0.png
-36.1520299874246,-7.85209103487432,"449","6","006",Emb. 01 M - St. Riacho Doce,"71",502.96,08/01/2020 07:56:16,0,"2",,"-7,85209103487432","-36,1520299874246","2","448",./0.png
-36.1783179827034,-7.84437096677721,"450","8","008",Fim Rota 36- Desemb. 12 M - E. M. Chefe Leandro (St. Jerimun),"122",515.23,08/01/2020 08:01:12,-120.3,"2",,"-7,84437096677721","-36,1783179827034","3","449",./0.png
-36.1782950162888,-7.84435898065567,"451","1","009",Fim Rota 37- Desemb. 15 T - E. M. Chefe Leandro (St. Jerimun),"122",517.78,08/01/2020 08:08:47,45,"2",,"-7,84435898065567","-36,1782950162888","3","450",./0.png
-36.176369022578,-7.85909897647798,"452","3","011",Emb. 01 T - St. Cachoeira da Roça,"71",494.85,08/01/2020 08:12:56,-45.1,"2",,"-7,85909897647798","-36,176369022578","2","451",./0.png
-36.1745049711317,-7.85927700810134,"453","4","012",Emb. 02 T - St. Cachoeira da Roça,"71",500.37,08/01/2020 08:13:56,-39.3,"2",,"-7,85927700810134","-36,1745049711317","2","452",./0.png
-36.1731300037354,-7.85926301032305,"454","5","013",Emb. 01 T - St. Cachoeira da Roça,"71",506.02,08/01/2020 08:14:41,-23.1,"2",,"-7,85926301032305","-36,1731300037354","2","453",./0.png
-36.1702199745923,-7.85913300700486,"455","6","014",Emb. 03 T - St. Cachoeira da Roça,"71",512.43,08/01/2020 08:15:43,0,"2",,"-7,85913300700486","-36,1702199745923","2","454",./0.png
-36.1693259608001,-7.85729401744902,"456","7","015",Emb. 02 T - St. Poço da Pedra,"71",519.45,08/01/2020 08:16:49,0,"2",,"-7,85729401744902","-36,1693259608001","2","455",./0.png
-36.1688450071961,-7.85601200535893,"457","8","016",Emb. 01 T - St. Poço da Pedra,"71",518.86,08/01/2020 08:17:44,0,"2",,"-7,85601200535893","-36,1688450071961","2","456",./0.png
-36.1693149805069,-7.84860600717366,"458","9","017",Emb. 02 T - St. Poço da Pedra,"71",527.67,08/01/2020 08:19:29,0,"2",,"-7,84860600717366","-36,1693149805069","2","457",./0.png
-36.1451060324907,-7.85486100241542,"459","10","018",Emb. 02 T - St. Baraúna,"71",506.75,08/01/2020 08:23:45,0,"2",,"-7,85486100241542","-36,1451060324907","2","458",./0.png
-36.1372569669038,-7.84823200665414,"460","11","019",Início Rota 37- Emb. 01 T - St. Baraúna,"222",511.07,08/01/2020 08:27:09,0,"2",,"-7,84823200665414","-36,1372569669038","4","459",./0.png
-36.206784016,-7.857321007,"461","1","020",Início Rota 38- Emb. 01 N - St. São Paulo,"222",501.2,08/01/2020 09:17:37,0,"2",,"-7,857321007","-36,206784016","4","460",./0.png
-36.18414198,-7.863916978,"462","2","021",Emb. 02 N - St. São Paulo,"71",508.59,08/01/2020 09:22:56,0,"2",,"-7,863916978","-36,18414198","2","461",./0.png
-36.160613978,-7.835030006,"463","5","024",Emb. 01 N - St. Cabaço,"71",558.42,08/01/2020 09:33:57,0,"2",,"-7,835030006","-36,160613978","2","462",./0.png
-36.16104003,-7.82630696,"464","6","025",Emb. 02 N - St. Pedra Preta,"71",536.42,08/01/2020 09:37:10,0,"2",,"-7,82630696","-36,16104003","2","463",./0.png
-36.156074004,-7.823873023,"465","7","026",Emb. 01 N - St. São Paulo,"71",545.46,08/01/2020 09:38:56,0,"2",,"-7,823873023","-36,156074004","2","464",./0.png
-36.151070008,-7.799181025,"466","8","027",Emb. 02 N - St. Bandeira,"71",548.5,08/01/2020 09:44:16,0,"2",,"-7,799181025","-36,151070008","2","465",./0.png
-36.168384003,-7.797741015,"467","9","028",Emb. 01 N - St. Serra Dos Bois,"71",554.21,08/01/2020 09:49:10,0,"2",,"-7,797741015","-36,168384003","2","466",./0.png
-36.174191991,-7.851944016,"468","10","029",Emb. 04 N - St. Piranha,"71",518,08/01/2020 10:01:57,0,"2",,"-7,851944016","-36,174191991","2","467",./0.png
-36.170177981,-7.859123033,"469","11","030",Emb. 01 N - St. Cachoeira,"71",512.49,08/01/2020 10:06:24,0,"2",,"-7,859123033","-36,170177981","2","468",./0.png
-36.18429604,-7.899290035,"470","12","031",Emb. 01 N - St. Algodão,"71",474.23,08/01/2020 10:14:22,0,"2",,"-7,899290035","-36,18429604","2","469",./0.png
-36.171942959,-7.883169036,"471","13","032",Emb. 01 N - St. Situação,"71",476.55,08/01/2020 10:18:18,0,"2",,"-7,883169036","-36,171942959","2","470",./0.png
-36.170999995,-7.869884977,"472","14","033",Emb. 01 N - St. Situação,"71",483.3,08/01/2020 10:21:06,0,"2",,"-7,869884977","-36,170999995","2","471",./0.png
-36.15807401,-7.873497996,"473","15","034",Emb. 01 N - St. Situação,"71",487.56,08/01/2020 10:25:40,0,"2",,"-7,873497996","-36,15807401","2","472",./0.png
-36.156854024,-7.868290991,"474","16","035",Emb. 01 N - St. Situação,"71",496.19,08/01/2020 10:27:50,0,"2",,"-7,868290991","-36,156854024","2","473",./0.png
-36.144670006,-7.854907019,"475","17","036",Emb. 01 N - St. Baraúna,"71",510.06,08/01/2020 10:54:33,0,"2",,"-7,854907019","-36,144670006","2","474",./0.png
-36.0431789425137,-7.90260765155957,"476","20","035",Fim Rota 38- Desemb. 21 N - Centro Taquaritinga,"122",791.35,07/01/2020 10:45:56,0,"2",,"-7,90260765155957","-36,0431789425137","3","475",./0.png
-36.134969965,-7.960216999,"477","1","039",Fim Rota 39- Desemb. 25N -E. Profa. Gilzenete Guerra,"122",427.4,08/01/2020 12:13:52,0,"2",,"-7,960216999","-36,134969965","3","476",./0.png
-36.126327971,-7.944824975,"478","4","042",Emb. 02 N - St. Varzinha,"71",439.87,08/01/2020 12:19:21,0,"2",,"-7,944824975","-36,126327971","2","477",./0.png
-36.118535986,-7.93709904,"479","7","045",Emb. 01 N - St. Varzinha,"71",457.28,08/01/2020 12:23:42,0,"2",,"-7,93709904","-36,118535986","2","478",./0.png
-36.121657994,-7.935608989,"480","8","046",Emb. 03 N - St. Varzinha,"71",448.45,08/01/2020 12:24:49,0,"2",,"-7,935608989","-36,121657994","2","479",./0.png
-36.120854001,-7.934303004,"481","9","047",Emb. 01 N - St. Varzinha,"71",451.19,08/01/2020 12:25:36,0,"2",,"-7,934303004","-36,120854001","2","480",./0.png
-36.118051009,-7.932224041,"482","10","048",Emb. 03 N - St. Varzinha,"71",451.12,08/01/2020 12:27:09,0,"2",,"-7,932224041","-36,118051009","2","481",./0.png
-36.118372958,-7.934752023,"483","11","049",Emb. 01 N - St. Varzinha,"71",460.31,08/01/2020 12:28:24,0,"2",,"-7,934752023","-36,118372958","2","482",./0.png
-36.127465982,-7.929966962,"484","14","052",Emb. 01 N - St. Lagoa do Jucá,"71",503.69,08/01/2020 12:34:52,0,"2",,"-7,929966962","-36,127465982","2","483",./0.png
-36.128951004,-7.923445003,"485","15","053",Emb. 02 N - St. Lagoa do Jucá,"71",495.21,08/01/2020 12:37:52,0,"2",,"-7,923445003","-36,128951004","2","484",./0.png
-36.143266959,-7.920762962,"486","16","054",Emb. 01 N - St. Lagoa do Jucá,"71",475.56,08/01/2020 12:41:46,0,"2",,"-7,920762962","-36,143266959","2","485",./0.png
-36.167121017,-7.90049904,"487","17","055",Emb. 01 N - St. Mulungu,"71",476.17,08/01/2020 12:48:35,0,"2",,"-7,90049904","-36,167121017","2","486",./0.png
-36.173116006,-7.899770988,"488","18","056",Emb. 01 N - St. Mulungu,"71",468.95,08/01/2020 12:50:09,0,"2",,"-7,899770988","-36,173116006","2","487",./0.png
-36.188903991,-7.893767031,"489","19","057",Emb. 01 N - St. Barreiras,"71",476.52,08/01/2020 12:54:09,0,"2",,"-7,893767031","-36,188903991","2","488",./0.png
-36.1851644646376,-7.89973361231387,"490","22","063",Emb. 07 N - E. M. Sebastião Ferreira,"148",472.66,08/01/2020 13:27:05,0,"2",,"-7,89973361231387","-36,1851644646376","2","489",./0.png
-36.1701629776508,-7.85914398729801,"491","23","075",Início Rota 39 Emb. 05N - St. Capoeira da Roça,"222",512.51,08/01/2020 13:47:20,0,"2",,"-7,85914398729801","-36,1701629776508","4","490",./0.png
-36.181381681934,-7.8862039335072,"492","24","065",Emb. 02 N - St. Água Viva,"71",492.74,08/01/2020 13:33:16,0,"2",,"-7,8862039335072","-36,181381681934","2","491",./0.png
-36.1887790169567,-7.90357100777328,"493","1","060",Início Rota 40- Emb. 01 M /01T- St. Algodão,"222",464.54,08/01/2020 13:22:35,0,"2",,"-7,90357100777328","-36,1887790169567","4","492",./0.png
-36.1862679664046,-7.90277699008584,"494","2","061",Emb. 01 M - St. Algodão,"71",463.77,08/01/2020 13:24:52,0,"2",,"-7,90277699008584","-36,1862679664046","2","493",./0.png
-36.1849179770797,-7.90003401227295,"495","3","062",Emb. 2M/5T - St. Algodão- Transição Primário/ Pavimento,"71",471.24,08/01/2020 13:26:36,0,"2",,"-7,90003401227295","-36,1849179770797","2","494",./0.png
-36.1850919853896,-7.89974601007998,"496","4","063",Desemb. 02 M - E. M. Sebastião Ferreira,"148",472.66,08/01/2020 13:27:05,0,"2",,"-7,89974601007998","-36,1850919853896","1","495",./0.png
-36.1785130295902,-7.88580195978284,"497","6","065",Emb. 02M/1T - St. Água Viva,"71",492.74,08/01/2020 13:33:16,0,"2",,"-7,88580195978284","-36,1785130295902","2","496",./0.png
-36.1785159632564,-7.88478297181427,"498","7","066",Emb. 02 M - St. Água Viva,"71",497.65,08/01/2020 13:34:02,0,"2",,"-7,88478297181427","-36,1785159632564","2","497",./0.png
-36.1783479899168,-7.84434397704899,"499","9","078",Fim Rota 40- Desemb.16M/14T - E. M. Chefe Leandro,"122",518.1,08/01/2020 13:53:47,0,"2",,"-7,84434397704899","-36,1783479899168","3","498",./0.png
-36.2316679582,-7.81185898929834,"500","11","025",Início Emb.2M/1T - St. Boa Vista,"222",539.82,12/03/2020 16:11:12,0,"2",,"-7,81185898929834","-36,2316679582","4","499",./0.png
-36.1701629776508,-7.85914398729801,"501","12","075",Emb. 06 M/4T - St. Cachoeira da Roça,"71",512.51,08/01/2020 13:47:20,0,"2",,"-7,85914398729801","-36,1701629776508","2","500",./0.png
-36.1764319706708,-7.85256100818515,"502","13","076",Emb. 02 M - St. Piranha,"71",515.08,08/01/2020 13:50:46,0,"2",,"-7,85256100818515","-36,1764319706708","2","501",./0.png
-36.17851303,-7.88580196,"503","1","065",Emb. 02 M - St. Água Viva,"71",492.74,08/01/2020 13:33:16,0,"2",,"-7,88580196","-36,17851303","2","502",./0.png
-36.178515963,-7.884782972,"504","2","066",Emb. 03 M - St. Água Viva,"71",497.65,08/01/2020 13:34:02,0,"2",,"-7,884782972","-36,178515963","2","503",./0.png
-36.178708998,-7.881457033,"505","3","067",Início Rota 41- Emb. 01 M - St. Água Viva,"222",505.68,08/01/2020 13:35:27,0,"2",,"-7,881457033","-36,178708998","4","504",./0.png
-36.179850027,-7.885971023,"506","4","068",Emb. 01 M - St. Água Viva,"71",489.58,08/01/2020 13:37:25,0,"2",,"-7,885971023","-36,179850027","2","505",./0.png
-36.18121502,-7.886855984,"507","5","069",Emb. 05 M - St. Água Viva,"71",489.93,08/01/2020 13:38:19,0,"2",,"-7,886855984","-36,18121502","2","506",./0.png
-36.18141803,-7.883428959,"508","6","070",Emb. 01 M - St. Água Viva,"71",505.33,08/01/2020 13:39:47,0,"2",,"-7,883428959","-36,18141803","2","507",./0.png
-36.174741006,-7.859192016,"509","7","071",Emb. 05 M - Cachoeira da Roça,"71",498.55,08/01/2020 13:43:54,-71.6,"2",,"-7,859192016","-36,174741006","2","508",./0.png
-36.171644982,-7.858932009,"510","8","074",Emb. 04 M - Cachoeira da Roça,"71",507.6,08/01/2020 13:46:18,0,"2",,"-7,858932009","-36,171644982","2","509",./0.png
-36.176431971,-7.852561008,"511","9","076",Emb. 01 M - St. Piranhas,"71",515.08,08/01/2020 13:50:46,0,"2",,"-7,852561008","-36,176431971","2","510",./0.png
-36.1539106373945,-7.86631623637378,"512","11","085",Emb. 01 M - St. Situação,"71",497.3,08/01/2020 14:23:05,-45.1,"2",,"-7,86631623637378","-36,1539106373945","2","511",./0.png
-36.152985021,-7.851876961,"513","13","081",Emb. 03 M - St. Baraúna,"71",511.82,08/01/2020 14:13:23,0,"2",,"-7,851876961","-36,152985021","2","512",./0.png
-36.159058968,-7.862265995,"514","14","082",Emb. 01 M - St. Situação,"71",501.57,08/01/2020 14:15:50,0,"2",,"-7,862265995","-36,159058968","2","513",./0.png
-36.157714007,-7.864388963,"515","15","083",Emb. 03 M - St. Situação,"71",499.77,08/01/2020 14:17:11,0,"2",,"-7,864388963","-36,157714007","2","514",./0.png
-36.156714968,-7.86640699,"516","16","084",Emb. 03 M - St. Situação,"71",501.63,08/01/2020 14:21:19,0,"2",,"-7,86640699","-36,156714968","2","515",./0.png
-36.0431827572109,-7.9026152809541,"517","17","035",Fim Rota 41- Desemb. 41 M - Centro Taquaritinga,"122",791.35,07/01/2020 10:45:56,0,"2",,"-7,9026152809541","-36,0431827572109","3","516",./0.png
-36.1304370313883,-7.98099498264492,"518","1","086",Início Rota 42- Emb. 04 M / 1 T - St. Boqueirão,"222",438.13,08/01/2020 15:30:37,0,"2",,"-7,98099498264492","-36,1304370313883","4","517",./0.png
-36.1314769741148,-7.97379802912474,"519","2","087",Emb. 01 M - St. Boqueirão,"71",420.6,08/01/2020 15:34:45,0,"2",,"-7,97379802912474","-36,1314769741148","2","518",./0.png
-36.132162027061,-7.97037100419402,"520","3","088",Emb. 01 M  - St. Boqueirão,"71",416.15,08/01/2020 15:36:05,0,"2",,"-7,97037100419402","-36,132162027061","2","519",./0.png
-36.1337099969387,-7.96664700843394,"521","4","089",Emb. 04 M- St. Boqueirão,"71",417.72,08/01/2020 15:37:24,0,"2",,"-7,96664700843394","-36,1337099969387","2","520",./0.png
-36.1423710174859,-7.97820498235524,"522","5","090",Emb. 03 M / 2 T - St. Ingar,"71",459.99,08/01/2020 15:44:25,0,"2",,"-7,97820498235524","-36,1423710174859","2","521",./0.png
-36.1350367330015,-7.96010385453701,"523","9","094",Fim Rota 42- Desemb. 13 M / 03 T - E. M. Profa. Gilzenete Guerra,"122",418.05,08/01/2020 15:57:25,0,"2",,"-7,96010385453701","-36,1350367330015","3","522",./0.png
-36.157924182713,-7.95507957041264,"524","1","095",Início rota 43- Emb. 01 M / 01 T - PE 160- Chô Boi,"222",423.3,08/01/2020 16:06:20,0,"2",,"-7,95507957041264","-36,157924182713","4","523",./0.png
-36.1556229740381,-7.9698870331049,"525","3","097",Emb. 04 M / 04 T/ 01 N - St. Espírito Santo,"71",419.22,08/01/2020 16:13:48,0,"2",,"-7,9698870331049","-36,1556229740381","2","524",./0.png
-36.1553249973804,-7.96913500875235,"526","4","098",Emb.  08 T- St. Espírito Santo,"71",419.37,08/01/2020 16:16:01,0,"2",,"-7,96913500875235","-36,1553249973804","2","525",./0.png
-36.1551830079406,-7.96876301988959,"527","5","099",Emb. 02 T - St. Espírito Santo,"71",419.21,08/01/2020 16:19:51,0,"2",,"-7,96876301988959","-36,1551830079407","2","526",./0.png
-36.1550130229443,-7.96835096552968,"528","6","100",Emb.  03 T - St. Espírito Santo,"71",419.27,08/01/2020 16:20:46,0,"2",,"-7,96835096552968","-36,1550130229443","2","527",./0.png
-36.1548759788275,-7.96796103939414,"529","7","101",Emb. 03 M / 02 N - St. Espírito Santo,"71",420.42,08/01/2020 16:21:21,0,"2",,"-7,96796103939414","-36,1548759788275","2","528",./0.png
-36.1492630373687,-7.96307698823512,"530","8","102",Emb. 01 M / 03 T- St.Marilia,"71",412.4,08/01/2020 16:23:39,0,"2",,"-7,96307698823512","-36,1492630373687","2","529",./0.png
-36.1349520273507,-7.9602889996022,"531","11","105",Fim Rota 43- Desemb. 11M / 19 T / 03 N - E. M. Prfa. Gilzenete Guerra,"122",414.4,08/01/2020 16:29:18,0,"2",,"-7,9602889996022","-36,1349520273507","3","530",./0.png
-36.1161339841783,-7.91227997280657,"532","1","106",Início Rota 44- Emb. 01 M / 02 T - St. Xavier,"222",489.15,08/01/2020 16:48:29,0,"2",,"-7,91227997280657","-36,1161339841783","4","531",./0.png
-36.1201690323651,-7.9326989594847,"533","2","107",Emb. 02 M / 01 T - St. Varzinha,"71",448.5,08/01/2020 16:52:10,0,"2",,"-7,9326989594847","-36,1201690323651","2","532",./0.png
-36.1211209651083,-7.9341839812696,"534","3","108",Emb.  04 T - St. Varzinha,"71",449.86,08/01/2020 16:53:35,0,"2",,"-7,9341839812696","-36,1211209651083","2","533",./0.png
-36.118775960058,-7.93673300184309,"535","5","110",Emb.  01 T - St. Varzinha,"71",453.23,08/01/2020 16:55:58,0,"2",,"-7,93673300184309","-36,118775960058","2","534",./0.png
-36.1228570248932,-7.93683400377631,"536","7","112",Emb. 04 M / 04 T - St. Varzinha,"71",444.8,08/01/2020 16:58:10,0,"2",,"-7,93683400377631","-36,1228570248932","2","535",./0.png
-36.1251919716597,-7.94046898372471,"537","8","113",Emb. 02 T - St. Varzinha,"71",443.31,08/01/2020 16:59:20,0,"2",,"-7,94046898372471","-36,1251919716597","2","536",./0.png
-36.1267370078713,-7.94283476658166,"538","9","114",Emb. 01 M / 03 T - St. Varzinha,"71",439.51,08/01/2020 17:00:16,57.7,"2",,"-7,94283476658166","-36,1267370078713","2","537",./0.png
-36.1243289709091,-7.94397002086043,"539","11","116",Emb.  03 T - St. Varzinha,"71",437.06,08/01/2020 17:03:31,0,"2",,"-7,94397002086043","-36,1243289709091","2","538",./0.png
-36.1280190199614,-7.94911902397871,"540","13","118",Emb.  01 T - St. Varzinha,"71",432.68,08/01/2020 17:07:58,0,"2",,"-7,94911902397871","-36,1280190199614","2","539",./0.png
-36.1287110298872,-7.95469701290131,"541","14","119",Emb. 03 T - Pão de Açucar,"71",434.16,08/01/2020 17:09:45,0,"2",,"-7,95469701290131","-36,1287110298872","2","540",./0.png
-36.1350080184639,-7.96019302681089,"542","16","121",Desemb. 08 M / 12 T - E. Profa Gilzenete Guerra,"148",420.42,08/01/2020 17:13:53,0,"2",,"-7,96019302681089","-36,1350080184639","1","541",./0.png
-36.1298228800297,-7.95768074132502,"543","19","124",Fim rota 44- Desemb. 02 T - Creche M. Inês Céu Da Silva,"122",432.81,08/01/2020 17:21:38,0,"2",,"-7,95768074132502","-36,1298228800297","3","542",./0.png
-36.135989036411,-7.95746959932149,"544","1","125",Início Rota 45- Emb. 02 M / 04 T -  Bairro do Bodoque,"222",439.08,08/01/2020 17:29:13,0,"2",,"-7,95746959932149","-36,135989036411","4","543",./0.png
-36.1359679978341,-7.9560979641974,"545","2","126",Emb. 05 M / 06 T -  Bairro do Bodoque,"71",444.1,08/01/2020 17:31:12,0,"2",,"-7,9560979641974","-36,1359679978341","2","544",./0.png
-36.1358079873025,-7.95554501004517,"546","3","127",Emb. 05 M / 10 T -  Bairro do Bodoque,"71",446,08/01/2020 17:31:50,0,"2",,"-7,95554501004517","-36,1358079873025","2","545",./0.png
-36.1355960089713,-7.95514401979744,"547","4","128",Emb. 04 M / 06 T -  Bairro do Bodoque,"71",448.53,08/01/2020 17:32:54,0,"2",,"-7,95514401979744","-36,1355960089713","2","546",./0.png
-36.1352690309286,-7.95538399368525,"548","5","129",Emb. 06 M / 02 T -  Bairro do Bodoque,"71",443.54,08/01/2020 17:34:43,0,"2",,"-7,95538399368525","-36,1352690309286","2","547",./0.png
-36.1341430060565,-7.95613802969456,"549","6","130",Emb. 04 M / 05 T -  Bairro do Bodoque,"71",433.6,08/01/2020 17:35:58,0,"2",,"-7,95613802969456","-36,1341430060565","2","548",./0.png
-36.1349715963006,-7.96024499461055,"550","9","133",Fim Rota 45- Desemb. 26 M / 33 T - E. Prof. Gilzenete Guerra,"122",422.5,08/01/2020 17:39:54,0,"2",,"-7,96024499461055","-36,1349715963006","3","549",./0.png
-36.1338845472783,-7.96700076013803,"551","1","134",Início rota 46- Emb. 01 N - St. Boqueirão,"222",413.42,08/01/2020 18:06:01,0,"2",,"-7,96700076013803","-36,1338845472783","4","550",./0.png
-36.1253450252116,-7.96508202329278,"552","4","137",Emb. 01 N - Vila Do Socorro,"71",408.6,08/01/2020 18:14:32,0,"2",,"-7,96508202329278","-36,1253450252116","2","551",./0.png
-36.1349839624017,-7.96030199155212,"553","8","141",Fim Rota 46 - Desemb. 02 N - E. Profa. Gilzanete Guerra ( Alunos Especiais),"122",414.85,08/01/2020 18:21:37,0,"2",,"-7,96030199155212","-36,1349839624017","3","552",./0.png
-36.0744107104838,-7.88200197927654,"554","1","001",Início rota 47- Emb. 01 M / 01 T - St. Jaburu,"222",472.58,09/01/2020 10:56:54,0,"2",,"-7,88200197927654","-36,0744107104838","4","553",./0.png
-36.0737040359527,-7.88345703855157,"555","2","002",Emb. 01 M / 01 N - St. Jaburu,"71",471.5,09/01/2020 10:58:48,0,"2",,"-7,88345703855157","-36,0737040359527","2","554",./0.png
-36.0757519863546,-7.88619699887931,"556","3","003",Emb. 01T / 01 N - St. Jaburu,"71",475.71,09/01/2020 11:00:08,0,"2",,"-7,88619699887931","-36,0757519863546","2","555",./0.png
-36.0760349594057,-7.88801503367722,"557","4","004",Emb. 02 M / 01 T - St. Jaburu,"71",482.23,09/01/2020 11:00:52,0,"2",,"-7,88801503367722","-36,0760349594057","2","556",./0.png
-36.0834110341966,-7.88097800686956,"558","7","007",Emb. 02 M / 01 T / 01 N - St. Jaburu,"71",478.62,09/01/2020 11:07:13,0,"2",,"-7,88097800686956","-36,0834110341966","2","557",./0.png
-36.0833309870213,-7.88198098540306,"559","8","008",Emb. 01 T - St. Jaburu,"71",476.91,09/01/2020 11:08:22,0,"2",,"-7,88198098540306","-36,0833309870213","2","558",./0.png
-36.0832449886948,-7.88342501968145,"560","9","009",Emb. 02 M / 02 T/ 01N - St. Jaburu,"71",471.05,09/01/2020 11:09:11,0,"2",,"-7,88342501968145","-36,0832449886948","2","559",./0.png
